config_name,retrieval_method,use_rerank,prompt_type,question,gold_answer,generated_answer,top_context,em,f1
Dense + Grounded,dense,False,grounded,Where can a tribute to the fall of Warsaw be found?,Warsaw Uprising Museum,Not enough information.,"been destroyed. No one will ever see the Warsaw I knew. Let me just write about it. Let this Warsaw not disappear forever, he commented.",0,0.0
Dense + Grounded,dense,False,grounded,On what service could the ESPN Deportes broadcast be streamed?,WatchESPN,Not enough information.,"CBS provided digital streams of the game via CBSSports.com, and the CBS Sports apps on tablets, Windows 10, Xbox One and other digital media players (such as Chromecast and Roku). Due to Verizon Communications exclusivity, streaming on smartphones was only provided to Verizon Wireless customers via the NFL Mobile service. The ESPN Deportes Spanish broadcast was made available through WatchESPN.",0,0.0
Dense + Grounded,dense,False,grounded,What characteristic identifies the French ancestry of some South Africans?,surnames,Not enough information.,"Many of the farms in the Western Cape province in South Africa still bear French names. Many families, today mostly Afrikaans-speaking, have surnames indicating their French Huguenot ancestry. Examples include: Blignaut, Cilliers, de Klerk (Le Clercq), de Villiers, du Plessis, Du Preez (Des Pres), du Randt (Durand), du Toit, Duvenhage(Du Vinage), Franck, Fouche, Fourie (Fleurit), Gervais, Giliomee (Guilliaume), Gous/Gouws (Gauch), Hugo, Jordaan (Jourdan), Joubert, Kriek, Labuschagne (la Buscagne), le Roux, Lombard, Malan, Malherbe, Marais, Maree, Minnaar (Mesnard), Nel (Nell),Naude', Nortje (Nortier), Pienaar (Pinard), Retief (Retif), Rossouw (Rousseau), Taljaard (Taillard), TerBlanche, Theron, Viljoen (Villion) and Visagie (Visage). The wine industry in South Africa owes a significant debt to the Huguenots, some of whom had vineyards in France, or were brandy distillers,",0,0.0
Dense + Grounded,dense,False,grounded,What was the naval base called?,Dyrrachium,Cape Canaveral Air Force Station,"in February 1755, but the French fleet had already sailed. Admiral Edward Hawke detached a fast squadron to North America in an attempt to intercept the French.",0,0.0
Dense + Grounded,dense,False,grounded,How much did Tesla sell his AC patents to Westinghouse Electric for?,"$216,000",Not enough information.,"difficulties to Tesla in stark terms, saying that if things continue the way they were he would no longer be in control of Westinghouse Electric and Tesla would have to ""deal with the bankers"" to try to collect future royalties. Westinghouse convinced Tesla to release his company from the licensing agreement over Tesla's AC patents in exchange for Westinghouse Electric purchasing the patents for a lump sum payment of $216,000; this provided Westinghouse a break from what, due to alternating current's rapid gain in popularity, had turned out to be an overly generous $2.50 per AC horsepower royalty.",0,0.0
Dense + Grounded,dense,False,grounded,How is income determined in a market with variously skilled workers?,marginal value added of each economic actor,Not enough information.,"In a purely capitalist mode of production (i.e. where professional and labor organizations cannot limit the number of workers) the workers wages will not be controlled by these organizations, or by the employer, but rather by the market. Wages work in the same way as prices for any other good. Thus, wages can be considered as a function of market price of skill. And therefore, inequality is driven by this price. Under the law of supply and demand, the price of skill is determined by a race between the demand for the skilled worker and the supply of the skilled worker. ""On the other hand, markets can also concentrate wealth, pass environmental costs on to society, and abuse workers and",0,0.0
Dense + Grounded,dense,False,grounded,What has caused China to suspend their railway project?,environmental and social problems,environmental and social problems,"dam"", according to a statement from the president's office also at the time of the trip. Base Titanium, a subsidiary of Base resources of Australia, shipped its first major consignment of minerals to China. About 25,000 tonnes of ilmenite was flagged off the Kenyan coastal town of Kilifi. The first shipment was expected to earn Kenya about Shs15 – Shs20 Billion in earnings. China has been causing environmental and social problems that include the recent suspension of the railway project.",1,1.0
Dense + Grounded,dense,False,grounded,What did Watt add to Newcomen's engine between 1763 and 1775?,condenser,is used to produce continuous rotary motion.,"The next major step occurred when James Watt developed (1763–1775) an improved version of Newcomen's engine, with a separate condenser. Boulton and Watt's early engines used half as much coal as John Smeaton's improved version of Newcomen's. Newcomen's and Watt's early engines were ""atmospheric"". They were powered by air pressure pushing a piston into the partial vacuum generated by condensing steam, instead of the pressure of expanding steam. The engine cylinders had to be large because the only usable force acting on them was due to atmospheric pressure.",0,0.0
Dense + Grounded,dense,False,grounded,What kind of light is important for chloroplasts to divide?,bright white light,"Chloroplasts can grow and progress through some of the constriction stages under poor quality green light, but are slow to complete division—they require exposure to bright white light to complete division.","Light has been shown to be a requirement for chloroplast division. Chloroplasts can grow and progress through some of the constriction stages under poor quality green light, but are slow to complete division—they require exposure to bright white light to complete division. Spinach leaves grown under green light have been observed to contain many large dumbbell-shaped chloroplasts. Exposure to white light can stimulate these chloroplasts to divide and reduce the population of dumbbell-shaped chloroplasts.",0,0.17647058823529413
Dense + Grounded,dense,False,grounded,What are the only states where ABC doesn't have a licensed affiliate?,"New Jersey, Rhode Island and Delaware","ABC would reattempt such a concept in July 2004 with the launch of ABC News Now, a 24-hour news channel distributed for viewing on the Internet and mobile phones.","Currently, New Jersey, Rhode Island and Delaware are the only U.S. states where ABC does not have a locally licensed affiliate (New Jersey is served by New York City O&O WABC-TV and Philadelphia O&O WPVI-TV; Rhode Island is served by New Bedford, Massachusetts-licensed WLNE; and Delaware is served by WPVI and Salisbury, Maryland affiliate WMDT). ABC maintains affiliations with low-power stations (broadcasting either in analog or digital) in a few markets, such as Birmingham, Alabama (WBMA-LD), Lima, Ohio (WLQP-LP) and South Bend, Indiana (WBND-LD). In some markets, including the former two mentioned, these stations also maintain digital simulcasts on a subchannel of a co-owned/co-managed full-power television station.",0,0.05714285714285715
Dense + Grounded,dense,False,grounded,Which Count did the Prince strike an arrangement with?,Count Ludwig von Nassau-Saarbrücken,Philip I,"no mood to pardon the princes. As was customary in Mongol society for nobility, the Russian princes were given a bloodless death. Subutai had a large wooden platform constructed on which he ate his meals along with his other generals. Six Russian princes, including Mstislav III of Kiev, were put under this platform and crushed to death.",0,0.0
Dense + Grounded,dense,False,grounded,From what project did the Apollo 11 crew consist entirely of?,Gemini,The program laid the foundation for NASA's current human spaceflight capability,"Apollo set several major human spaceflight milestones. It stands alone in sending manned missions beyond low Earth orbit. Apollo 8 was the first manned spacecraft to orbit another celestial body, while the final Apollo 17 mission marked the sixth Moon landing and the ninth manned mission beyond low Earth orbit. The program returned 842 pounds (382 kg) of lunar rocks and soil to Earth, greatly contributing to the understanding of the Moon's composition and geological history. The program laid the foundation for NASA's current human spaceflight capability, and funded construction of its Johnson Space Center and Kennedy Space Center. Apollo also spurred advances in many areas of technology incidental to rocketry and manned spaceflight, including avionics, telecommunications, and computers.",0,0.0
Dense + Grounded,dense,False,grounded,When did Zhu Shijie die?,1314,Not enough information.,"Despite the high position given to Muslims, some policies of the Yuan Emperors severely discriminated against them, restricting Halal slaughter and other Islamic practices like circumcision, as well as Kosher butchering for Jews, forcing them to eat food the Mongol way. Toward the end, corruption and the persecution became so severe that Muslim generals joined Han Chinese in rebelling against the Mongols. The Ming founder Zhu Yuanzhang had Muslim generals like Lan Yu who rebelled against the Mongols and defeated them in combat. Some Muslim communities had a Chinese surname which meant ""barracks"" and could also mean ""thanks"". Many Hui Muslims claim this is because that they played an important role in overthrowing the Mongols and it was given in",0,0.0
Dense + Grounded,dense,False,grounded,What was the civil disobedience performed at the test site?,tempted to enter the test site,Not enough information.,"The earliest recorded incidents of collective civil disobedience took place during the Roman Empire[citation needed]. Unarmed Jews gathered in the streets to prevent the installation of pagan images in the Temple in Jerusalem.[citation needed][original research?] In modern times, some activists who commit civil disobedience as a group collectively refuse to sign bail until certain demands are met, such as favorable bail conditions, or the release of all the activists. This is a form of jail solidarity.[page needed] There have also been many instances of solitary civil disobedience, such as that committed by Thoreau, but these sometimes go unnoticed. Thoreau, at the time of his arrest, was not yet a well-known author, and his arrest was not covered in any newspapers",0,0.0
Dense + Grounded,dense,False,grounded,What is another term for the pivot mounting?,trunnion,Trunnion,"An oscillating cylinder steam engine is a variant of the simple expansion steam engine which does not require valves to direct steam into and out of the cylinder. Instead of valves, the entire cylinder rocks, or oscillates, such that one or more holes in the cylinder line up with holes in a fixed port face or in the pivot mounting (trunnion). These engines are mainly used in toys and models, because of their simplicity, but have also been used in full size working engines, mainly on ships where their compactness is valued.[citation needed]",1,1.0
Dense + Grounded,dense,False,grounded,Who did the Broncos tie with the most sacks in a Super Bowl?,Chicago Bears,"Super Bowl records, the Broncos' defense ranked first in total yards allowed, passing yards allowed and sacks.","Super Bowl 50 featured numerous records from individuals and teams. Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11). Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team. The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV. Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost. The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX. Kony Ealy tied a Super Bowl record with three sacks. Jordan Norwood's 61-yard punt return set a new record, surpassing",0,0.0
Dense + Grounded,dense,False,grounded,What power is available to Australian private schools but generally not present in public schools?,expulsion,Not enough information.,"Private schools in Australia may be favoured for many reasons: prestige and the social status of the 'old school tie'; better quality physical infrastructure and more facilities (e.g. playing fields, swimming pools, etc.), higher-paid teachers; and/or the belief that private schools offer a higher quality of education. Some schools offer the removal of the purported distractions of co-education; the presence of boarding facilities; or stricter discipline based on their power of expulsion, a tool not readily available to government schools. Student uniforms for Australian private schools are generally stricter and more formal than in government schools - for example, a compulsory blazer. Private schools in Australia are always more expensive than their public counterparts.[citation needed]",0,0.0
Dense + Grounded,dense,False,grounded,What has the tendency to increase wages in a field or job position?,Competition amongst workers,Competition amongst employers,"willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.",0,0.6666666666666666
Dense + Grounded,dense,False,grounded,What Chinese system did Kublai's government compromise with?,traditional Chinese autocratic-bureaucratic system,Not enough information.,"Politically, the system of government created by Kublai Khan was the product of a compromise between Mongolian patrimonial feudalism and the traditional Chinese autocratic-bureaucratic system. Nevertheless, socially the educated Chinese elite were in general not given the degree of esteem that they had been accorded previously under native Chinese dynasties. Although the traditional Chinese elite were not given their share of power, the Mongols and the Semuren (various allied groups from Central Asia and the western end of the empire) largely remained strangers to the mainstream Chinese culture, and this dichotomy gave the Yuan regime a somewhat strong ""colonial"" coloration. The unequal treatment is possibly due to the fear of transferring power to the ethnic Chinese under their rule. The",0,0.0
Dense + Grounded,dense,False,grounded,What is tuition for 2012 - 13 year at Harvard? ,"$38,000",Not enough information.,"For the 2012–13 school year annual tuition was $38,000, with a total cost of attendance of $57,000. Beginning 2007, families with incomes below $60,000 pay nothing for their children to attend, including room and board. Families with incomes between $60,000 to $80,000 pay only a few thousand dollars per year, and families earning between $120,000 and $180,000 pay no more than 10% of their annual incomes. In 2009, Harvard offered grants totaling $414 million across all eleven divisions;[further explanation needed] $340 million came from institutional funds, $35 million from federal support, and $39 million from other outside support. Grants total 88% of Harvard's aid for undergraduate students, with aid also provided by loans (8%) and work-study (4%).",0,0.0
Dense + Grounded,dense,False,grounded,How many tons of live plants were found to live in one square kilometer of the Amazon rainforest in 1999?,"90,790 tonnes",Not enough information.,"The biodiversity of plant species is the highest on Earth with one 2001 study finding a quarter square kilometer (62 acres) of Ecuadorian rainforest supports more than 1,100 tree species. A study in 1999 found one square kilometer (247 acres) of Amazon rainforest can contain about 90,790 tonnes of living plants. The average plant biomass is estimated at 356 ± 47 tonnes per hectare. To date, an estimated 438,000 species of plants of economic and social interest have been registered in the region with many more remaining to be discovered or catalogued. The total number of tree species in the region is estimated at 16,000.",0,0.0
Dense + Grounded,dense,False,grounded,When was consumption inequality lower than it had been in 1986?,2001,Not enough information.,"in 1986. The debate is summarized in ""The Hidden Prosperity of the Poor"" by journalist Thomas B. Edsall. Other studies have not found consumption inequality less dramatic than household income inequality, and the CBO's study found consumption data not ""adequately"" capturing ""consumption by high-income households"" as it does their income, though it did agree that household consumption numbers show more equal distribution than household income.",0,0.0
Dense + Grounded,dense,False,grounded,On what date did the first railway trip in the world occur?,21 February 1804,21 February 1804,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.",1,1.0
Dense + Grounded,dense,False,grounded,When did the Yuan begin using bronze printing plates for its money?,1275,Not enough information.,"One of the more notable applications of printing technology was the chao, the paper money of the Yuan. Chao were made from the bark of mulberry trees. The Yuan government used woodblocks to print paper money, but switched to bronze plates in 1275. The Mongols experimented with establishing the Chinese-style paper monetary system in Mongol-controlled territories outside of China. The Yuan minister Bolad was sent to Iran, where he explained Yuan paper money to the Il-khanate court of Gaykhatu. The Il-khanate government issued paper money in 1294, but public distrust of the exotic new currency doomed the experiment.",0,0.0
Dense + Grounded,dense,False,grounded,Who ends up getting more of the teacher's resources in this scenario?,motivated students,Motivated students,"Where school class sizes are typically 40 to 50 students, maintaining order in the classroom can divert the teacher from instruction, leaving little opportunity for concentration and focus on what is being taught. In response, teachers may concentrate their attention on motivated students, ignoring attention-seeking and disruptive students. The result of this is that motivated students, facing demanding university entrance examinations, receive disproportionate resources. Given the emphasis on attainment of university places, administrators and governors may regard this policy as appropriate.",1,1.0
Dense + Grounded,dense,False,grounded,Who made their Super Bowl commercial debut with Nintendo?,The Pokémon Company,Nintendo and The Pokémon Company,"manufacturer to air multiple advertisements during the game at a steep discount. It was also the final year that Doritos, a longtime sponsor of the game, held its ""Crash the Super Bowl"" contest that allowed viewers to create their own Doritos ads for a chance to have it aired during the game. Nintendo and The Pokémon Company also made their Super Bowl debut, promoting the 20th anniversary of the Pokémon video game and media franchise.",0,0.7499999999999999
Dense + Grounded,dense,False,grounded,Which Treaty protects the freedom of establishment and the freedom to provide services?,the Treaty on the Functioning of the European Union,Article 45 to 66,"and Fundamental Freedoms, the Declaration on Fundamental Rights produced by the European Parliament in 1989 and European Union Treaties.",0,0.0
Dense + Grounded,dense,False,grounded,Constitutional impasse is different from civil disobedience because does not include what type of person?,citizen's,Not enough information.,"Civil disobedience is usually defined as pertaining to a citizen's relation to the state and its laws, as distinguished from a constitutional impasse in which two public agencies, especially two equally sovereign branches of government, conflict. For instance, if the head of government of a country were to refuse to enforce a decision of that country's highest court, it would not be civil disobedience, since the head of government would be acting in her or his capacity as public official rather than private citizen.",0,0.0
Dense + Grounded,dense,False,grounded,"While producing oxygen, what gas does a zeolite sieve absorb?",nitrogen,O 2 atoms),"The other major method of producing O 2 gas involves passing a stream of clean, dry air through one bed of a pair of identical zeolite molecular sieves, which absorbs the nitrogen and delivers a gas stream that is 90% to 93% O 2. Simultaneously, nitrogen gas is released from the other nitrogen-saturated zeolite bed, by reducing the chamber operating pressure and diverting part of the oxygen gas from the producer bed through it, in the reverse direction of flow. After a set cycle time the operation of the two beds is interchanged, thereby allowing for a continuous supply of gaseous oxygen to be pumped through a pipeline. This is known as pressure swing adsorption. Oxygen gas is increasingly obtained",0,0.0
Dense + Grounded,dense,False,grounded,What element makes up almost half of the earth's crust by mass?,Oxygen,Radioactive isotope studies,"Oxygen is the most abundant chemical element by mass in the Earth's biosphere, air, sea and land. Oxygen is the third most abundant chemical element in the universe, after hydrogen and helium. About 0.9% of the Sun's mass is oxygen. Oxygen constitutes 49.2% of the Earth's crust by mass and is the major component of the world's oceans (88.8% by mass). Oxygen gas is the second most common component of the Earth's atmosphere, taking up 20.8% of its volume and 23.1% of its mass (some 1015 tonnes).[d] Earth is unusual among the planets of the Solar System in having such a high concentration of oxygen gas in its atmosphere: Mars (with 0.1% O 2 by volume) and Venus have far",0,0.0
Dense + Grounded,dense,False,grounded,Why do carotenoids make leaves change color in the fall?,their bright colors sometimes override the chlorophyll green,Not enough information.,"In addition to chlorophylls, another group of yellow–orange pigments called carotenoids are also found in the photosystems. There are about thirty photosynthetic carotenoids. They help transfer and dissipate excess energy, and their bright colors sometimes override the chlorophyll green, like during the fall, when the leaves of some land plants change color. β-carotene is a bright red-orange carotenoid found in nearly all chloroplasts, like chlorophyll a. Xanthophylls, especially the orange-red zeaxanthin, are also common. Many other forms of carotenoids exist that are only found in certain groups of chloroplasts.",0,0.0
Dense + Grounded,dense,False,grounded,What plants don't need light to make chloroplasts?,Gymnosperms,Chloroplasts,"Light has been shown to be a requirement for chloroplast division. Chloroplasts can grow and progress through some of the constriction stages under poor quality green light, but are slow to complete division—they require exposure to bright white light to complete division. Spinach leaves grown under green light have been observed to contain many large dumbbell-shaped chloroplasts. Exposure to white light can stimulate these chloroplasts to divide and reduce the population of dumbbell-shaped chloroplasts.",0,0.0
Dense + Grounded,dense,False,grounded,Where can the Treatise be found?,Nikola Tesla Museum archive,Not enough information.,"as well as the Crusader states in the Levant. One of the great geographical treatises of the Middle Ages, the ""Tabula Rogeriana"", was written by the Andalusian al-Idrisi for king Roger II of Sicily, and entitled ""Kitab Rudjdjar"" (""The Book of Roger"").",0,0.0
Dense + Grounded,dense,False,grounded,Who was given the highlights of most of the matches?,BBC,Not enough information.,"Martin and Raul Allegre, and sideline reporter John Sutcliffe. ESPN Deportes broadcast pre-game and post-game coverage, while Martin, Allegre, and Sutcliffe contributed English-language reports for ESPN's SportsCenter and Mike & Mike.",0,0.0
Dense + Grounded,dense,False,grounded,Where does the Rhine begin? ,Swiss canton,Not enough information.,"of Strasbourg, the Neckar in Mannheim and the Main across from Mainz. In Mainz, the Rhine leaves the Upper Rhine Valley and flows through the Mainz Basin.",0,0.0
Dense + Grounded,dense,False,grounded,ABC had secondary status on the existing stations in what Ohio town?,Youngstown,contingency plan,"As a result, with the exception of the largest markets, ABC was relegated to secondary status on one or both of the existing stations, usually via off-hours clearances (a notable exception during this time was WKST-TV in Youngstown, Ohio, now WYTV, despite the small size of the surrounding market and its close proximity to Cleveland and Pittsburgh even decades before the city's economic collapse). According to Goldenson, this meant that an hour of ABC programming reported five times lower viewership than its competitors. However, the network's intake of money at the time would allow it to accelerate its content production. Still, ABC's limited reach would continue to hobble it for the next two decades; several smaller markets would not grow",0,0.0
Dense + Grounded,dense,False,grounded,What did this help accomplish?,the subsequent interrogation led to a better understanding of the Mau Mau command structure,"To prevent such inequality, this approach believes it’s important to have political freedom, economic facilities, social opportunities, transparency guarantees, and protective security to ensure that people aren’t denied their functionings, capabilities, and agency and can thus work towards a better relevant income.","to improve its recognition of the pathogen. This improved response is then retained after the pathogen has been eliminated, in the form of an immunological memory, and allows the adaptive immune system to mount faster and stronger attacks each time this pathogen is encountered.",0,0.10714285714285714
Dense + Grounded,dense,False,grounded,How many large public parks does Fresno have?,three,Woodward Park,"Fresno has three large public parks, two in the city limits and one in county land to the southwest. Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway. Roeding Park, near Downtown Fresno, is home to the Fresno Chaffee Zoo, and Rotary Storyland and Playland. Kearney Park is the largest of the Fresno region's park system and is home to historic Kearney Mansion and plays host to the annual Civil War Revisited, the largest reenactment of the Civil War in the west coast of the U.S.",0,0.0
Dense + Grounded,dense,False,grounded,Who was an important early figure in the Islamic revival in India?,Sayyid Abul Ala Maududi,Islamism,"Sayyid Abul Ala Maududi was an important early twentieth-century figure in the Islamic revival in India, and then after independence from Britain, in Pakistan. Trained as a lawyer he chose the profession of journalism, and wrote about contemporary issues and most importantly about Islam and Islamic law. Maududi founded the Jamaat-e-Islami party in 1941 and remained its leader until 1972. However, Maududi had much more impact through his writing than through his political organising. His extremely influential books (translated into many languages) placed Islam in a modern context, and influenced not only conservative ulema but liberal modernizer Islamists such as al-Faruqi, whose ""Islamization of Knowledge"" carried forward some of Maududi's key principles.",0,0.0
Dense + Grounded,dense,False,grounded,Why was the 36 acres leased?,for the George W. Bush Presidential Library,Not enough information.,"Decisions in-between the four-year meetings are made by the Mission Council (usually consisting of church bishops). One of the most high profile decisions in recent years by one of the councils was a decision by the Mission Council of the South Central Jurisdiction which in March 2007 approved a 99-year lease of 36 acres (150,000 m2) at Southern Methodist University for the George W. Bush Presidential Library. The decision generated controversy in light of Bush's support of the Iraq War which the church bishops have criticized. A debate over whether the decision should or could be submitted for approval by the Southern Jurisdictional Conference at its July 2008 meeting in Dallas, Texas, remains unresolved.",0,0.0
Dense + Grounded,dense,False,grounded,Who did BSkyB compete with initially?,ONdigital,BSkyB's decision to give away free digiboxes and minidishes from May 1999.,"(whereby a Videocrypt decoder was required to decode, without a subscription card) prior to their addition to the Sky Multichannels package. Within two months of the launch, BSkyB gained 400,000 new subscribers, with the majority taking at least one premium channel as well, which helped BSkyB reach 3.5 million households by mid-1994. Michael Grade criticized the operations in front of the Select Committee on National Heritage, mainly for the lack of original programming on many of the new channels.",0,0.0
Dense + Grounded,dense,False,grounded,What is an interdenominational group composed of various churches to promote the Gospel throughout the world?,World Methodist Council,World Methodist Council,"are contained in The United Methodist Hymnal and The United Methodist Book of Worship (1992). Many of these liturgies are derived from the Anglican tradition's Book of Common Prayer. In most cases, congregations also use other elements of liturgical worship, such as candles, vestments, paraments, banners, and liturgical art.",1,1.0
Dense + Grounded,dense,False,grounded,Who won Super Bowl XLIX?,New England Patriots,New England Patriots,team a 10–0 lead. This was the first fumble return touchdown in a Super Bowl since Super Bowl XXVIII at the end of the 1993 season.,1,1.0
Dense + Grounded,dense,False,grounded,How many people died of plague in Paris in 1466?,"40,000",Not enough information.,"In 1466, perhaps 40,000 people died of the plague in Paris. During the 16th and 17th centuries, the plague was present in Paris around 30 per cent of the time. The Black Death ravaged Europe for three years before it continued on into Russia, where the disease was present somewhere in the country 25 times between 1350 to 1490. Plague epidemics ravaged London in 1563, 1593, 1603, 1625, 1636, and 1665, reducing its population by 10 to 30% during those years. Over 10% of Amsterdam's population died in 1623–25, and again in 1635–36, 1655, and 1664. Plague occurred in Venice 22 times between 1361 and 1528. The plague of 1576–77 killed 50,000 in Venice, almost a third of the population.",0,0.0
Dense + Grounded,dense,False,grounded,What service is a VideoGuard UK equipped receiver dedicated to decrypt?,Sky,Not enough information.,"Provided is a universal Ku band LNB (9.75/10.600 GHz) which is fitted at the end of the dish and pointed at the correct satellite constellation; most digital receivers will receive the free to air channels. Some broadcasts are free-to-air and unencrypted, some are encrypted but do not require a monthly subscription (known as free-to-view), some are encrypted and require a monthly subscription, and some are pay-per-view services. To view the encrypted content a VideoGuard UK equipped receiver (all of which are dedicated to the Sky service, and cannot be used to decrypt other services) needs to be used. Unofficial CAMs are now available to view the service, although use of them breaks the user's contract with Sky and invalidates the",0,0.0
Dense + Grounded,dense,False,grounded,How much did Capital Cities Communications purchase ABC and its properties for?,$3.5 billion,"FCC ownership rules), the merger was completed on January 3, 1986.","In December 1984, Thomas S. Murphy, chief executive officer of Capital Cities Communications, contacted Leonard Goldenson about a proposal to merge their respective companies. On March 16, 1985, ABC's executive committee accepted the merger offer, which was formally announced on March 18, 1985, with Capital Cities purchasing ABC and its related properties for $3.5 billion and $118 for each of ABC's shares as well as a guarantee of 10% (or $3) for a total of $121 per share. To finance the purchase, Capital Cities borrowed $2.1 billion from a consortium of banks, which sold certain assets that Capital Cites could not acquire or retain due to FCC ownership rules for a combined $900 million and sold off several cable television",0,0.0
Dense + Grounded,dense,False,grounded,Who else did DATNET 1 refer to ,public PAD service Telepad (using the DNIC 2049,DECnet to be used as a network protocol.,"Datanet 1 was the public switched data network operated by the Dutch PTT Telecom (now known as KPN). Strictly speaking Datanet 1 only referred to the network and the connected users via leased lines (using the X.121 DNIC 2041), the name also referred to the public PAD service Telepad (using the DNIC 2049). And because the main Videotex service used the network and modified PAD devices as infrastructure the name Datanet 1 was used for these services as well. Although this use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion.",0,0.0
Dense + Grounded,dense,False,grounded,What do all member states agree takes precedence over national law?,EU law,Not enough information.,"The TEU provides that commitments entered into by the member states between themselves before the treaty was signed no longer apply.[vague] All EU member states are regarded as subject to the general obligation of the principle of cooperation, as stated in the TEU, whereby member states are obliged not to take measure which could jeopardise the attainment of the TEU objectives. The Court of Justice of the European Union can interpret the Treaties, but it cannot rule on their validity, which is subject to international law. Individuals may rely on primary law in the Court of Justice of the European Union if the Treaty provisions have a direct effect and they are sufficiently clear, precise and unconditional.",0,0.0
Dense + Grounded,dense,False,grounded,What is the Scottish Parliament currently in the fourth of?,Session,"The election produced a majority SNP government, making this the first time in the Scottish Parliament where a party has commanded a parliamentary majority.","Subject Committees are established at the beginning of each parliamentary session, and again the members on each committee reflect the balance of parties across Parliament. Typically each committee corresponds with one (or more) of the departments (or ministries) of the Scottish Government. The current Subject Committees in the fourth Session are: Economy, Energy and Tourism; Education and Culture; Health and Sport; Justice; Local Government and Regeneration; Rural Affairs, Climate Change and Environment; Welfare Reform; and Infrastructure and Capital Investment.",0,0.0
Dense + Grounded,dense,False,grounded,Who did the Broncos prevent from going to the Super Bowl?,New England Patriots,Not enough information.,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles.",0,0.0
Dense + Grounded,dense,False,grounded,What monarchy did western troops protect?,Saudi,Saudi regime,Saudi regime of being a puppet of the west.,0,0.6666666666666666
Dense + Grounded,dense,False,grounded,Who broadcast the Super Bowl on TV?,CBS,ESPN Deportes,"In the United States, the game was televised by CBS, as part of a cycle between the three main broadcast television partners of the NFL. The network's lead broadcast team of Jim Nantz and Phil Simms called the contest, with Tracy Wolfson and Evan Washburn on the sidelines. CBS introduced new features during the telecast, including pylon cameras and microphones along with EyeVision 360—an array of 36 cameras along the upper deck that can be used to provide a 360-degree view of plays and ""bullet time"" effects. (An earlier version of EyeVision was last used in Super Bowl XXXV; for Super Bowl 50, the cameras were upgraded to 5K resolution.)",0,0.0
Dense + Grounded,dense,False,grounded,Long-lived memory cells can remember previous encounters with what?,specific pathogen,Not enough information.,"When B cells and T cells are activated and begin to replicate, some of their offspring become long-lived memory cells. Throughout the lifetime of an animal, these memory cells remember each specific pathogen encountered and can mount a strong response if the pathogen is detected again. This is ""adaptive"" because it occurs during the lifetime of an individual as an adaptation to infection with that pathogen and prepares the immune system for future challenges. Immunological memory can be in the form of either passive short-term memory or active long-term memory.",0,0.0
Dense + Grounded,dense,False,grounded,The UMC supports federal funding for research on embryos created for what purpose?,IVF,IVF,"The UMC supports federal funding for research on embryos created for IVF that remain after the procreative efforts have ceased, if the embryos were provided for research instead of being destroyed, were not obtained by sale, and those donating had given prior informed consent for the research purposes. The UMC stands in ""opposition to the creation of embryos for the sake of research"" as ""a human embryo, even at its earliest stages, commands our reverence."" It supports research on stem cells retrieved from umbilical cords and adult stem cells, stating that there are ""few moral questions"" raised by this issue.",1,1.0
Dense + Grounded,dense,False,grounded,When was Mueller announced and appointed as Deputy Associate Administrator?,"July 23, 1963","State Department, is not mentioned.","Administrator Webb realized that in order to keep Apollo costs under control, he had to develop greater project management skills in his organization, so he recruited Dr. George E. Mueller for a high management job. Mueller accepted, on the condition that he have a say in NASA reorganization necessary to effectively administer Apollo. Webb then worked with Associate Administrator (later Deputy Administrator) Robert Seamans to reorganize the Office of Manned Space Flight (OMSF). On July 23, 1963, Webb announced Mueller's appointment as Deputy Associate Administrator for Manned Space Flight, to replace then Associate Administrator D. Brainerd Holmes on his retirement effective September 1. Under Webb's reorganization, the directors of the Manned Spacecraft Center (Gilruth) Marshall Space Flight Center (von Braun)",0,0.0
